model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,user_ride_quality_median,deviation_normal_count,user_uniq,target_bin
Smart ForTwo,economy,petrol,5.58,2013,38577,2016,4.637471264367816,11887227.8221014,0.1,120.77713831295377,-0.1485593239736535,174,172,0
VW Tiguan,economy,petrol,6.58,2017,131601,2019,4.021724137931034,15703307.93174816,0.1,188.05148875974643,19.84298515313877,174,172,1
Fiat 500,business,petrol,3.38,2013,44911,2021,4.188735632183908,7722606.130965906,0.1,195.9295388155629,10.760540133141175,174,173,1
Hyundai Solaris,economy,petrol,5.56,2012,19082,2018,4.777413793103448,8903139.670303706,0.1,200.0,13.082869281105769,174,172,0
Skoda Rapid,economy,petrol,4.98,2017,125676,2016,4.185172413793104,12049373.06574352,0.1,168.02944393694415,-1.3216070864583331,174,170,0
Audi A4,premium,petrol,4.28,2016,111906,2018,4.183448275862069,11264428.70105104,0.1,187.1900073252745,-10.482568199993745,174,173,0
Renault Kaptur,standart,petrol,5.54,2015,88338,2020,4.254885057471265,20623857.143563908,0.1,158.63828744990752,19.61103208528824,174,171,0
VW Polo VI,economy,petrol,5.34,2015,81446,2021,4.367126436781609,14479114.899150398,0.0,169.7587555571089,-1.7146262429478971,174,174,0
Smart ForFour,economy,petrol,5.2,2013,51809,2020,4.051551724137931,9945966.091012586,0.1,186.2733791639195,-21.293205614797458,174,171,1
Nissan Qashqai,standart,petrol,3.2,2013,41388,2022,4.583103448275862,15153247.25660085,0.1,200.0,3.041331162109686,174,169,0
Smart ForTwo,economy,petrol,4.62,2016,103187,2018,4.594137931034482,8887760.597686138,0.1,127.58453078456664,-19.618085412222243,174,171,0
Renault Kaptur,standart,petrol,2.74,2013,39299,2020,5.370459770114943,12133513.176103724,0.1,106.47298871501845,-26.48317760932825,174,171,0
Nissan Qashqai,standart,petrol,3.36,2015,78299,2019,4.359252873563219,16518649.915039605,0.1,100.68572334167604,4.502872655421845,174,172,0
VW Polo,economy,petrol,4.08,2015,79471,2015,4.125229885057471,9284476.309618829,0.0,194.6970243832856,-11.57142495547656,174,171,0
Kia Rio X-line,economy,petrol,6.66,2012,20822,2016,4.0792528735632185,6850545.177917592,0.1,165.95975644109075,2.556166009039935,174,172,0
Skoda Rapid,economy,petrol,4.36,2017,117153,2021,4.031666666666666,15356365.212584555,0.1,190.45937076694443,-4.748774126708392,174,172,0
Smart Coupe,economy,petrol,4.78,2014,57663,2016,4.652988505747127,9560751.958944222,0.1,171.0,7.189237264966637,174,170,0
Kia Rio,economy,petrol,3.64,2013,35580,2017,4.465114942528736,9025318.57178141,0.1,148.38034993525943,-4.896887015841903,174,172,0
Renault Kaptur,standart,petrol,4.04,2014,55513,2018,4.761264367816092,15733665.123237887,0.42,175.0,18.419983521418622,174,171,0
Kia Rio X-line,economy,petrol,4.3,2014,65593,2014,3.987241379310345,19815988.61133081,0.1,178.5356208027489,-0.7526439079606244,174,170,1
Kia Rio X-line,economy,petrol,3.86,2013,39927,2016,4.726264367816092,11741059.69257177,0.1,174.10256672998207,4.052109128429475,174,168,0
Tesla Model 3,premium,electro,3.98,2017,132784,2017,3.9517816091954026,12560574.7211642,0.1,174.45837607126242,-10.913769359239764,174,138,0
Smart ForTwo,economy,petrol,5.96,2015,87099,2018,4.403793103448276,18559705.55943897,0.1,118.0,-0.6331715067403838,174,166,0
Skoda Rapid,economy,petrol,4.78,2014,54887,2020,4.225172413793104,17936850.541655052,0.1,182.44607004190468,-15.663698414169907,174,174,0
Hyundai Solaris,economy,petrol,4.72,2015,75641,2016,5.01603448275862,18113353.864627544,0.26,187.95954625115613,1.3771954035913838,174,170,0
Smart Coupe,economy,petrol,4.4,2017,111542,2020,3.9622413793103446,13613087.911091285,0.0,173.04456704295697,-2.2191879672008668,174,173,0
Smart ForFour,economy,petrol,5.72,2014,63279,2022,4.639425287356322,17053065.33932259,0.1,125.81409161260548,7.749561697131323,174,173,0
Hyundai Solaris,economy,petrol,3.68,2015,77721,2019,4.532528735632184,12630470.76686827,0.35,118.0,3.6873166838022655,174,171,0
Renault Sandero,standart,petrol,4.4,2012,25974,2015,4.438218390804598,11589773.41548461,0.1,161.80645235863858,17.762667158136388,174,172,0
Renault Kaptur,standart,petrol,6.04,2013,46500,2018,3.873563218390805,17358543.653230295,0.1,190.81774162205457,-9.775374722060082,174,174,0
VW Polo VI,economy,petrol,5.22,2015,85739,2015,3.921666666666667,3182927.7063080315,0.1,191.7462721547052,-13.628984439425516,174,172,1
Kia Rio X-line,economy,petrol,3.74,2015,77338,2022,4.1273563218390805,15880498.54746297,0.1,193.645324669373,-4.260394513090244,174,171,1
VW Polo VI,economy,petrol,3.82,2012,19927,2019,4.375402298850575,16251747.878537826,0.1,175.34597881394538,-3.888669515510737,174,168,0
Kia Rio X,economy,petrol,5.58,2013,42608,2020,4.4623563218390805,9308199.876062516,0.1,160.32183846175917,-0.9203790044935924,174,174,0
Nissan Qashqai,standart,petrol,5.56,2015,86453,2020,4.622471264367816,8661363.553096374,0.27,177.01286658835468,9.991573003748536,174,172,0
Skoda Rapid,economy,petrol,4.52,2014,65133,2020,4.528908045977011,11362828.227977213,0.1,133.1015469672969,3.885582473940758,174,171,0
VW Polo,economy,petrol,3.72,2012,20727,2019,4.018563218390804,18568215.404968187,0.1,181.7079543837177,-2.799750504135724,174,174,0
Nissan Qashqai,standart,petrol,4.08,2015,87054,2020,4.460344827586207,17410108.073176634,0.42,130.2029561431095,-10.499981516109983,174,173,0
Volkswagen ID.4 ,premium,electro,4.24,2016,98037,2020,4.07683908045977,9785020.63420005,0.1,187.2434316433401,4.829380212418613,174,151,1
Nissan Qashqai,standart,petrol,4.62,2015,77163,2021,4.448390804597701,10171860.33458586,0.1,168.0,-4.569628862385599,174,172,0
Hyundai Solaris,economy,petrol,4.08,2014,57648,2018,4.161781609195402,9396349.858329322,0.1,198.3125730991541,-0.0676275434943912,174,172,0
Renault Kaptur,standart,petrol,5.96,2015,71302,2021,4.569425287356322,17342789.116768893,0.44,102.69183766762862,9.881188836948782,174,174,0
VW Polo,economy,petrol,6.1,2011,1620,2017,4.942816091954023,13228508.26505785,0.1,198.4960648017726,8.846006519985204,174,169,0
Smart ForFour,economy,petrol,4.92,2013,46553,2021,4.220919540229885,14142169.621955425,0.1,179.91394219847467,-20.48826466428582,174,171,1
Kia Sportage,standart,petrol,4.58,2015,84944,2018,4.553218390804598,9471246.995817166,0.1,109.67177119868238,3.642996725944152,174,172,0
Kia Sportage,standart,petrol,4.14,2013,40420,2019,5.425402298850575,13707060.56479515,0.1,108.49268256885756,-9.381468213097456,174,172,0
Hyundai Solaris,economy,petrol,3.26,2014,66086,2022,4.050977011494253,16258212.364743954,0.1,173.03988598342457,10.7800872129137,174,172,0
Skoda Rapid,economy,petrol,4.7,2015,82464,2016,4.402413793103448,13831751.90128787,0.1,179.50098609371742,14.897286918045854,174,174,0
Smart ForTwo,economy,petrol,4.04,2013,39390,2019,4.083735632183909,8966127.856604347,0.0,190.0,4.232021213463774,174,172,0
Mini Cooper,business,petrol,4.0,2011,60,2019,4.197126436781609,22432229.280616783,0.1,199.6204542995204,-10.35019331626434,174,173,1
Smart ForTwo,economy,petrol,5.1,2013,50083,2016,4.685344827586207,12085777.744387208,0.48,121.0815097641038,4.525168019098618,174,171,0
Renault Sandero,standart,petrol,4.36,2013,52665,2017,4.169482758620689,16079119.922006356,0.1,183.60813988351484,-6.435423294150005,174,172,0
Hyundai Solaris,economy,petrol,5.0,2012,22110,2020,4.123218390804598,9298048.05417384,0.1,195.28106918539584,1.755415983413228,174,173,1
Hyundai Solaris,economy,petrol,3.78,2015,78109,2020,5.1194252873563215,8221129.9385049585,0.1,122.06719847468776,19.92232873263511,174,174,0
Smart Coupe,economy,petrol,4.02,2013,44800,2017,3.9720114942528735,14476722.909396198,0.1,196.52640204009936,10.49453547928881,174,171,1
Skoda Rapid,economy,petrol,3.8,2016,115319,2017,4.541666666666667,7418751.818179077,0.1,153.0,3.895966555688744,174,170,0
VW Polo,economy,petrol,4.68,2013,46865,2014,3.868045977011494,10123540.9983182,0.1,165.04695403435642,-21.061903262587144,174,173,0
Renault Kaptur,standart,petrol,3.64,2015,75941,2018,4.132701149425287,15077066.04975686,0.1,199.1304800469001,-2.2483567049528626,174,171,1
Audi Q3,premium,petrol,5.6,2016,90581,2019,4.050287356321839,6405335.484336419,0.1,166.99395122245878,2.324853148312044,174,172,1
Smart ForFour,economy,petrol,3.76,2015,87064,2022,4.660862068965518,16252162.309431164,0.1,200.0,20.044900369159024,174,173,0
Kia Rio X-line,economy,petrol,4.44,2013,47809,2018,4.30948275862069,9963387.900424508,0.0,172.7054064963598,-15.18896252499637,174,172,0
Kia Rio X-line,economy,petrol,4.58,2011,6510,2016,4.065402298850574,8511307.423208365,0.1,163.73599884789363,-0.990310000422151,174,171,0
Hyundai Solaris,economy,petrol,3.24,2014,64668,2016,4.065229885057471,13672086.514608735,0.1,197.8398933240404,3.392396718640128,174,171,1
Kia Sportage,standart,petrol,3.32,2015,78491,2020,4.5216091954022986,14368034.485855348,0.1,182.4488550876019,-3.376237860036894,174,170,0
Kia Rio X-line,economy,petrol,3.94,2012,26230,2019,4.588563218390805,22359645.298419558,0.1,183.9972436648194,13.63999621260978,174,173,0
VW Polo,economy,petrol,2.66,2013,51383,2022,4.302126436781609,7037365.637187177,0.1,164.91820014649304,-13.42776553676066,174,172,0
Smart Coupe,economy,petrol,4.64,2014,59838,2019,4.049367816091954,15235245.422423868,0.1,197.87941396646988,5.709241376259278,174,174,0
Smart Coupe,economy,petrol,3.74,2016,104414,2017,4.091839080459771,10729676.605009971,0.1,185.47244802570603,10.507079904269585,174,174,0
Renault Sandero,standart,petrol,3.02,2013,51648,2018,3.97896551724138,12356854.989489336,0.1,196.43452767955523,0.4902157874544881,174,173,1
Audi A3,premium,petrol,5.44,2015,87134,2019,4.3068965517241375,26124800.460906822,0.0,187.0,12.576958218898518,174,173,0
Hyundai Solaris,economy,petrol,4.68,2015,86319,2016,4.679827586206897,12940077.748447323,0.1,195.0,3.896984900202657,174,168,0
Renault Kaptur,standart,petrol,4.7,2012,24874,2021,4.432528735632184,12536470.408625413,0.1,157.51099226221984,-12.139719800786157,174,172,0
Kia Sportage,standart,petrol,4.2,2011,5777,2020,3.90764367816092,15355911.100492364,0.1,199.88021988568985,12.346048608740531,174,173,1
Skoda Rapid,economy,petrol,5.72,2017,122213,2017,4.459425287356322,17993733.540408913,0.34,160.0,18.052369977807786,174,171,0
Tesla Model 3,premium,electro,4.82,2015,80038,2021,4.556149425287356,10274934.820667466,0.1,169.36837491944237,4.348375724573169,174,139,0
Smart Coupe,economy,petrol,4.3,2014,56441,2018,4.215747126436781,10153479.020563904,0.0,162.10175891286892,3.028808306845962,174,172,0
Renault Sandero,standart,petrol,3.84,2014,65913,2016,4.042873563218391,16727798.028717645,0.1,196.9753488581586,-1.079727169512409,174,172,1
Kia Rio X,economy,petrol,3.2,2011,1695,2021,4.2091379310344825,8887826.391959658,0.1,194.2207769632616,-1.0751526899835766,174,173,0
Renault Kaptur,standart,petrol,3.88,2011,1467,2022,4.418908045977012,13576740.301648945,0.1,156.2488359232765,17.19751662103716,174,172,0
Nissan Qashqai,standart,petrol,5.16,2013,43645,2017,4.062528735632184,14174466.756352318,0.1,199.05838999320213,-9.429409963097848,174,173,0
Smart ForFour,economy,petrol,3.52,2017,109933,2021,4.298103448275862,10207253.883731812,0.1,189.8274761759401,-7.945007038392402,174,170,0
Smart ForFour,economy,petrol,2.36,2016,114706,2017,4.120747126436782,16785996.78492345,0.1,191.0971570651385,-25.178544919752085,174,174,1
VW Polo VI,economy,petrol,4.48,2014,60885,2018,4.789770114942528,12846805.45697054,0.45,178.0,4.662669678766172,174,170,0
Kia Rio X-line,economy,petrol,5.16,2012,20328,2017,4.09551724137931,11029849.885025008,0.1,197.69509368248788,1.3454069190256024,174,171,0
VW Polo VI,economy,petrol,2.88,2011,1427,2014,4.5969540229885055,16973299.012497358,0.5,119.0,-11.286803045314862,174,171,0
Hyundai Solaris,economy,petrol,4.58,2015,83684,2018,4.780229885057471,8526019.220645402,0.1,163.1856559739571,-9.204955173114378,174,169,0
VW Polo,economy,petrol,3.72,2013,38018,2016,3.995229885057471,10217093.592678474,0.1,194.20571186553644,1.448089003466397,174,173,1
VW Tiguan,economy,petrol,2.96,2014,63594,2020,5.303275862068966,19312856.283138305,0.1,116.14948285036267,-4.50804341864758,174,173,0
Kia Rio X,economy,petrol,4.12,2015,78775,2014,4.13816091954023,10555631.276544511,0.1,172.54168096746668,-0.8416873265393243,174,171,0
Smart ForTwo,economy,petrol,3.92,2014,63873,2020,3.96764367816092,14538421.72131135,0.1,190.7857202011632,1.3632525117673795,174,174,1
VW Polo VI,economy,petrol,3.34,2012,25356,2022,5.345344827586207,13329756.88483384,0.1,106.99370591742706,4.860903495852597,174,173,0
VW Tiguan,economy,petrol,5.16,2017,110577,2020,5.323678160919541,6421261.375072773,0.93,115.71265216065846,-1.2181234755656158,174,174,0
VW Tiguan,economy,petrol,3.64,2017,133098,2017,4.623620689655172,13425307.647660334,0.1,149.70665506274142,1.0686182187214062,174,168,0
VW Polo VI,economy,petrol,4.66,2011,5349,2015,4.548275862068965,12010169.07302244,0.1,118.0,9.569632386184493,174,171,0
VW Polo VI,economy,petrol,3.62,2015,76820,2021,4.13764367816092,16342009.776168056,0.0,182.09779259312808,8.720855636558586,174,173,0
VW Polo VI,economy,petrol,4.72,2015,79581,2018,4.670229885057472,13244742.536154456,0.5,162.0,-1.8214750720980877,174,173,0
Nissan Qashqai,standart,petrol,3.2,2013,50271,2016,5.3260919540229885,16143835.510594225,0.1,106.08916680078168,6.886681418390108,174,173,0
Smart ForFour,economy,petrol,3.82,2015,88023,2021,4.715,14936659.791035991,0.38,158.11611649087635,2.1748905873219924,174,174,0
Smart ForTwo,economy,petrol,7.0,2017,142862,2014,4.610804597701149,10417019.456827149,0.1,118.0,2.2458956905156917,174,168,0
VW Polo VI,economy,petrol,4.08,2013,37996,2022,5.6017816091954025,14228081.163461875,0.67,108.10858691291074,6.79606234171715,174,174,0
Renault Kaptur,standart,petrol,3.66,2011,8876,2019,4.550689655172414,16231954.475423468,0.1,155.0,6.956751920551237,174,173,0
VW Polo VI,economy,petrol,3.8,2013,53746,2016,4.275114942528735,23187737.469486784,0.1,196.28680641767625,2.5994645891414945,174,173,0
Fiat 500,business,petrol,2.38,2014,65690,2017,4.410229885057471,6151188.242955089,0.1,110.14580817396164,11.08844098894345,174,174,0
Nissan Qashqai,standart,petrol,4.04,2012,22513,2021,4.240057471264367,13563405.055139648,0.1,183.6695267527204,-4.236462503751793,174,170,0
Renault Kaptur,standart,petrol,5.98,2015,85779,2020,5.700747126436782,9738531.724978104,1.29,103.87165877164924,-3.2191177585897943,174,173,0
Renault Sandero,standart,petrol,4.2,2015,81559,2019,4.72735632183908,8978327.912802638,0.1,196.0,10.24669168217265,174,172,0
VW Polo,economy,petrol,3.4,2014,58768,2017,5.235402298850575,17386561.630984955,0.1,107.71106156196824,8.16610341312418,174,173,0
Smart ForFour,economy,petrol,4.04,2013,45050,2016,4.149367816091954,13112778.593791526,0.1,188.17887486044617,-8.431579639711494,174,169,0
Kia Rio X,economy,petrol,2.26,2014,54472,2018,4.737816091954023,14020968.813942349,0.1,120.65007908251953,10.244178158241976,174,167,0
Kia Rio,economy,petrol,4.3,2015,81235,2015,4.76316091954023,15709456.541264206,0.19,157.0,-30.27073794853913,174,172,0
VW Polo VI,economy,petrol,5.32,2011,4486,2022,4.617471264367817,13718920.658531057,0.1,157.0,10.691670532172957,174,170,0
Hyundai Solaris,economy,petrol,3.54,2014,58672,2015,4.412298850574713,10579085.762154564,0.1,113.82939431100496,-0.393437726524771,174,170,0
Smart Coupe,economy,petrol,5.08,2013,43212,2020,4.217528735632184,10457566.499698345,0.0,170.0,-19.01899364855157,174,174,0
Renault Kaptur,standart,petrol,4.52,2013,38655,2020,3.922011494252873,8186786.730713467,0.1,179.0696605665835,8.95349981970969,174,169,1
Kia Rio X-line,economy,petrol,2.98,2014,58874,2020,4.067126436781609,12620336.330292936,0.1,192.23089477349137,-2.521264794847479,174,171,1
Skoda Rapid,economy,petrol,4.86,2013,57313,2016,4.536781609195402,12438274.75800299,0.1,116.77074472053772,8.13565246624391,174,173,0
Skoda Rapid,economy,petrol,3.86,2017,115366,2016,4.426091954022988,10625870.932156648,0.1,159.08171589219148,-6.218936721643725,174,172,0
Kia Rio X-line,economy,petrol,5.42,2015,82399,2015,4.41551724137931,10289277.995516298,0.1,157.28610081704335,6.494615424583706,174,174,0
Smart ForFour,economy,petrol,4.28,2015,78931,2014,3.8840804597701153,15042392.130563935,0.1,171.6330173514588,-12.92640286392552,174,170,0
VW Tiguan,economy,petrol,4.32,2016,106048,2018,4.496379310344827,10115255.348896217,0.1,143.0,-1.6934740375107542,174,172,0
VW Polo,economy,petrol,5.3,2013,37541,2018,4.108505747126436,13484017.771506203,0.1,191.41753499844492,2.08599197587289,174,171,1
VW Polo,economy,petrol,3.1,2014,70488,2019,4.003850574712644,21333255.81075729,0.1,197.9874260667667,-4.187986846849672,174,171,1
Kia Rio X,economy,petrol,4.78,2014,57404,2020,3.958793103448276,13297060.682417523,0.1,184.3733283916486,6.284080648412463,174,174,0
Smart ForTwo,economy,petrol,2.56,2015,85195,2016,5.536436781609195,9648842.75728843,0.1,120.14264925806287,-9.83122270651425,174,171,0
Smart Coupe,economy,petrol,4.82,2017,124925,2019,4.204885057471264,14865238.780203065,0.1,191.87084427412532,8.815742417677033,174,174,0
VW Polo,economy,petrol,3.62,2014,71369,2020,5.070459770114942,20562791.40956226,0.1,111.19166749997844,5.932509346953912,174,173,0
MINI CooperSE,business,electro,3.3,2014,67013,2017,4.0391954022988505,13866593.437375506,0.1,186.9583125064645,3.9853498903314826,174,173,0
Kia Rio X,economy,petrol,1.86,2012,23636,2016,4.728908045977012,10000365.320657665,0.61,186.0,0.4069000675620625,174,169,0
Smart ForFour,economy,petrol,6.46,2014,66105,2020,4.179425287356322,12023526.955129333,0.1,169.6465262698295,5.313802987840863,174,169,0
Smart Coupe,economy,petrol,6.62,2015,83660,2015,4.402298850574713,14220058.710904244,0.1,103.45894891704668,-4.526552381777956,174,172,0
VW Polo VI,economy,petrol,4.08,2014,65345,2015,4.70580459770115,12757370.414269738,0.22,170.96485238567976,0.3529211659865402,174,169,0
Audi A4,premium,petrol,5.56,2013,43451,2020,4.525229885057471,9777151.99647773,0.1,113.42079787021832,-0.9541786736534734,174,169,0
Skoda Rapid,economy,petrol,4.16,2016,97530,2022,4.0471264367816095,13684411.475295903,0.1,175.59724894459998,-2.0310970159804187,174,168,0
Hyundai Solaris,economy,petrol,6.18,2013,37077,2019,4.226206896551724,11706378.182121174,0.1,197.25470243057748,-9.697315499367653,174,174,1
Smart Coupe,economy,petrol,5.88,2016,113067,2018,4.515057471264368,11093592.298567882,0.0,177.18314183266529,14.47121527978635,174,174,0
Kia Sportage,standart,petrol,4.48,2011,2524,2016,5.208045977011494,13062842.399416048,0.1,126.0,-20.3419040781484,174,170,0
VW Polo,economy,petrol,3.86,2014,59925,2015,4.283448275862069,8279248.133412535,0.1,199.29593874841584,-7.392840636726157,174,173,0
Smart Coupe,economy,petrol,4.88,2017,111568,2022,5.259425287356322,7450895.741033307,0.1,120.80153674952749,1.9468279482696451,174,174,0
VW Polo,economy,petrol,5.24,2012,21138,2019,4.63316091954023,12681072.79498184,0.65,161.55191092403783,-2.77601917765964,174,171,0
VW Polo,economy,petrol,3.88,2015,98210,2017,4.491034482758621,8685131.319403343,0.23,155.0,-4.573802745757083,174,170,0
Renault Sandero,standart,petrol,5.1,2014,62613,2016,3.769367816091954,16611857.075563405,0.1,174.4935854223348,-0.1264195662684259,174,173,0
Kia Rio X,economy,petrol,2.66,2012,25637,2017,3.8345977011494257,15362480.369014235,0.1,174.29007833433965,-8.900604494727457,174,173,0
Kia Sportage,standart,petrol,4.36,2013,36160,2017,3.9860919540229887,12533354.8020041,0.1,195.6104533585644,-5.534627099018243,174,173,1
Mini Cooper,business,petrol,5.4,2012,22537,2015,4.978793103448275,14320696.385254528,0.1,160.0,-6.068227632749014,174,171,0
Skoda Rapid,economy,petrol,2.54,2017,109901,2017,5.486494252873563,12640709.140411172,0.1,105.14187068593208,0.0870174272814724,174,173,0
BMW 320i,business,petrol,5.38,2014,67242,2018,4.391264367816092,9035246.96733973,0.94,163.85882079673522,1.4470316046288565,174,168,0
Kia Rio X,economy,petrol,3.94,2011,445,2021,4.692183908045977,17866573.44735725,0.1,192.6369446253853,-0.0682384693915841,174,172,0
VW Polo,economy,petrol,4.0,2012,26801,2016,4.894597701149425,19943801.75028849,0.1,200.0,1.4951667285690091,174,169,0
Renault Kaptur,standart,petrol,3.4,2015,85456,2019,4.2908620689655175,13788421.093401948,0.1,187.0507290278293,1.2494913154312806,174,168,1
Fiat 500,business,petrol,5.1,2012,18532,2016,3.969885057471264,20558647.80310987,0.1,181.37749748197737,3.527106494402092,174,172,1
VW Tiguan,economy,petrol,5.32,2017,118747,2018,4.783505747126437,14376793.74491279,0.1,131.48501729913914,-2.837640888486675,174,168,0
Kia Rio X,economy,petrol,3.5,2013,47829,2018,4.443793103448276,8075680.314170235,0.1,162.28234992728133,15.875700214529656,174,169,0
Smart ForTwo,economy,petrol,5.38,2014,66518,2017,4.695747126436781,13273154.294879032,0.16,168.75192201578574,-4.714306732630082,174,171,0
Smart ForFour,economy,petrol,3.68,2017,122539,2020,4.665747126436782,7319769.30673239,0.72,111.47238392257668,-2.6278823949631347,174,173,0
VW Polo VI,economy,petrol,5.08,2013,43755,2022,4.1049425287356325,16414158.32380036,0.1,182.59671071250773,-2.3904895457546624,174,172,1
Skoda Rapid,economy,petrol,3.98,2016,106360,2019,4.607471264367816,19525811.785484195,0.26,173.0,6.509565867718706,174,171,0
Smart ForFour,economy,petrol,4.94,2017,123522,2021,4.36580459770115,8873414.409022775,0.0,170.41374318782368,-19.733319009458192,174,172,0
VW Tiguan,economy,petrol,4.42,2017,124735,2022,4.161149425287356,10782474.345834635,0.1,176.56524090555132,9.149942544508598,174,166,0
Kia Sportage,standart,petrol,4.4,2013,41512,2022,4.118045977011494,8232007.745814781,0.1,181.7094589015246,-17.39991260141087,174,174,0
VW Polo VI,economy,petrol,3.08,2014,62414,2020,4.1466666666666665,12504543.089122934,0.0,188.4272527641971,-1.3752007936629844,174,174,0
Smart Coupe,economy,petrol,1.94,2017,118960,2015,5.39948275862069,8044866.005381859,0.1,110.73689432731238,-10.500890139648089,174,174,0
Smart Coupe,economy,petrol,4.52,2016,119546,2019,4.479137931034483,17712295.808650374,0.1,139.7416881176181,6.152095894157929,174,171,0
Smart ForFour,economy,petrol,4.52,2013,43144,2014,4.150977011494253,6049177.28968741,0.0,168.3489516754649,20.94464371033734,174,174,0
BMW 320i,business,petrol,4.86,2017,123446,2018,4.347758620689655,21547413.454775985,0.0,199.1390346146248,3.8189224299161184,174,174,0
Smart Coupe,economy,petrol,4.4,2016,99622,2015,4.494942528735632,20533976.2220354,0.1,168.40081227115644,0.5227026283465445,174,171,0
Kia Rio,economy,petrol,6.22,2013,48222,2016,5.184425287356322,7442488.734071384,0.1,128.13468680035214,-8.170109996364399,174,172,0
Kia Rio,economy,petrol,3.7,2014,59519,2018,4.29683908045977,12011808.647493,0.1,168.4522495253708,-19.267158752565724,174,174,0
Renault Sandero,standart,petrol,4.84,2015,76373,2021,4.16896551724138,11655036.769355848,0.1,188.84970864330256,12.26436209760722,174,173,0
Kia Rio X-line,economy,petrol,5.68,2013,39878,2017,4.835057471264368,7682611.409831258,0.1,194.20959618825987,14.025088605606468,174,170,0
VW Polo VI,economy,petrol,3.94,2015,87410,2018,4.194252873563218,14905803.898384497,0.1,170.5838010799467,-3.582976509742521,174,170,0
Renault Kaptur,standart,petrol,7.0,2014,60667,2016,4.045172413793104,10938373.05539318,0.1,193.51174865660056,0.3628683984385721,174,173,0
VW Tiguan,economy,petrol,3.44,2016,93902,2018,4.1433908045977015,8342128.442149119,0.1,176.0,4.065622967309956,174,173,0
Kia Rio,economy,petrol,4.56,2013,46108,2021,5.335172413793104,12555418.86250212,0.1,111.06534460257546,3.139780990350757,174,174,0
Hyundai Solaris,economy,petrol,4.04,2013,46673,2018,4.062241379310345,16317876.612753728,0.1,172.71106511356757,0.8337255473223273,174,174,0
Hyundai Solaris,economy,petrol,4.88,2012,24217,2015,4.78683908045977,16734748.713800829,0.49,117.0,-7.232860964926015,174,171,0
Nissan Qashqai,standart,petrol,4.16,2015,82296,2015,4.488448275862069,13855425.58003322,0.1,105.5387211504694,-6.407552981190401,174,172,0
Audi A4,premium,petrol,3.0,2016,110790,2018,4.317183908045977,14759177.440867525,0.1,199.20102356257635,-8.970579870631774,174,172,1
Hyundai Solaris,economy,petrol,5.14,2015,89915,2021,4.834022988505748,18282886.160634764,0.1,196.66868822912565,2.178996264043904,174,171,0
Smart ForFour,economy,petrol,5.5,2016,97488,2017,4.338390804597701,13145468.748065293,0.1,192.33584554976645,-4.114621858055765,174,174,0
Audi Q3,premium,petrol,4.0,2017,134712,2021,4.068275862068965,9472025.763083966,0.1,164.5223870970443,0.9737751257416088,174,173,0
Smart ForFour,economy,petrol,3.32,2017,123031,2018,4.086149425287356,9134993.773950163,0.1,189.31352524377905,9.269340091908427,174,172,0
Renault Sandero,standart,petrol,2.48,2014,60936,2018,4.069252873563218,12381187.56134614,0.1,190.64963067004032,19.131688298706244,174,173,1
Kia Sportage,standart,petrol,5.84,2014,65927,2021,4.588218390804598,15918697.719354982,0.1,157.7353057370943,-3.1192205271479474,174,172,0
Audi Q3,premium,petrol,5.18,2014,56871,2019,4.200229885057471,10756592.422149347,0.1,172.21695117744736,3.880382926937953,174,169,0
Hyundai Solaris,economy,petrol,3.08,2013,43200,2017,4.499137931034483,16192122.89243415,0.1,163.07707024231598,-2.90021402114272,174,168,0
Skoda Rapid,economy,petrol,3.02,2015,84606,2020,4.053793103448276,11285949.16022031,0.1,189.92651324128025,-22.15571493320777,174,174,0
Kia Sportage,standart,petrol,3.7,2014,64602,2020,4.128735632183908,10702814.222638596,0.1,171.32503425310188,7.016225534545052,174,172,0
VW Polo,economy,petrol,2.86,2013,37381,2018,4.118390804597701,15348053.201420017,0.1,171.49564153437944,-2.613157491494204,174,174,0
Smart ForFour,economy,petrol,4.98,2014,60544,2020,4.337586206896551,19803384.73162212,0.1,179.70484239712894,3.0739249414143446,174,173,0
Skoda Rapid,economy,petrol,5.22,2013,51503,2018,4.723735632183908,6878113.062170035,0.1,118.0,6.919180571027506,174,172,0
Smart ForFour,economy,petrol,3.5,2017,110571,2016,4.216896551724138,17350910.859068867,0.1,197.3747754615465,-3.7677083325812815,174,174,1
Smart ForTwo,economy,petrol,2.48,2015,75096,2018,4.421954022988506,17689795.572533,0.0,200.0,-20.731126558262083,174,172,0
Kia Rio X,economy,petrol,4.2,2013,47381,2016,3.968620689655172,12857836.761015946,0.1,181.0,-1.063300763361521,174,174,1
Smart ForFour,economy,petrol,3.66,2014,67572,2015,5.458563218390805,15864412.93848824,0.1,132.07905524271882,-8.082049698695808,174,170,0
Smart Coupe,economy,petrol,3.2,2016,93891,2021,4.12919540229885,12551484.935395667,0.1,169.63485855560504,-12.321803068683252,174,169,0
Skoda Rapid,economy,petrol,3.88,2014,58680,2014,4.457816091954022,8663739.143259823,0.1,112.93450232401734,28.669912149301588,174,172,0
MINI CooperSE,business,electro,4.44,2015,74028,2017,4.714310344827586,14616551.768824302,0.1,167.11870340089166,-12.342927364285224,174,173,0
