signal_id,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,label
905,-0.1671921,-0.2029353,-0.1161731,-0.0781545,0.01954868,0.1469128,0.210096,0.3349657,0.3638111,0.3572931,0.3885418,0.3482061,0.3024337,0.1129961,-0.1617476,-0.2368226,-0.2001562,-0.1725307,-0.1502666,-0.1301213,-0.1158385,-0.1358886,-0.2091775,-0.3001838,-0.2842287,-0.1694367,-0.0606625,-0.003722308,-0.03134764,-0.05871871,-0.05254054,-0.04206432,0.01071675,0.03378771,0.04743873,0.1504817,0.2555549,0.2873875,0.2783106,0.3206261,0.3630249,0.2032614,-0.01585033,-0.02413434,0.07877763,0.1581369,0.2249983,0.2031435,0.05097703,-0.1401436,-0.2847711,-0.3289253,-0.3176629,-0.2944678,-0.241272,-0.2283575,-0.2325321,-0.2064219,-0.1959905,-0.1557807,-0.08640271,-0.009568654,0.08257296,0.2172878,0.433578,0.4959584,0.35315,0.3091099,0.3036334,0.2132016,0.1203367,0.02277467,-0.05962694,-0.1733116,-0.2146004,-0.08695337,-0.03990723,-0.01109858,0.02925741,-0.1008694,-0.2097319,-0.242137,-0.2203068,-0.1344958,-0.08048472,-0.005430809,-0.006398591,-0.06251359,-0.06494365,-0.09104327,-0.04760363,0.01175174,0.03792991,0.1215963,0.1847091,0.2256048,0.2621285,0.3710757,0.4701406,0.284753,-0.00564445,-0.164155,-0.1797446,-0.05730084,0.06700715,0.1611239,0.2114078,0.1143971,-0.04436917,-0.1563151,-0.2383894,-0.2734945,-0.2454064,-0.2274616,-0.2172743,-0.1767413,-0.1671539,-0.1593308,-0.1072067,-0.04340172,0.02987708,0.09160828,0.1766994,0.3005327,0.3512228,0.307077,0.248333,0.2061613,0
910,0.680495,0.6950946,0.6391957,0.2053787,-0.3041766,-0.2302447,-0.03016054,-0.09150672,0.0537306,0.08064044,-0.08267753,0.02595052,-0.03836134,-0.2619582,-0.2813063,-0.2189865,-0.0374612,-0.02017394,-0.1298898,-0.07654971,-0.09244005,-0.06605853,-0.04408021,-0.1180649,-0.08337387,-0.06689291,0.02632008,0.1397481,0.1039388,0.1175813,0.1349402,0.1607891,0.2457865,0.3182218,0.3446362,0.2377628,0.1096366,0.07162892,0.128501,0.1985847,0.1306397,0.01381069,-0.1238436,-0.2341431,-0.252711,-0.3396472,-0.342236,-0.2494911,-0.3024117,-0.2825426,-0.2122916,-0.2661383,-0.2575401,-0.2509569,-0.2911732,-0.2572474,-0.1279094,0.146459,0.3851042,0.5661206,0.7965348,0.7382363,0.441959,0.1651768,-0.2247592,-0.383176,-0.1576327,-0.02169134,0.03119978,0.02342427,-0.07960575,-0.09081441,-0.1690188,-0.2514472,-0.2094654,-0.2000867,-0.1570848,-0.1430346,-0.132585,-0.01480461,-0.001754033,-0.05771067,-0.0715198,-0.07907081,-0.04092493,0.006167084,0.0420394,0.05423224,0.07896999,0.1523489,0.1615628,0.1672462,0.2242458,0.2352686,0.2365124,0.1911458,0.1093958,0.1865199,0.3833648,0.4920164,0.3681336,0.05999348,-0.1815011,-0.3554101,-0.5060952,-0.4625105,-0.3912374,-0.4450835,-0.3944731,-0.265652,-0.1906626,-0.1146734,-0.09655277,-0.1217565,-0.1052967,-0.07118974,0.08429325,0.3159443,0.4079216,0.4982361,0.6405129,0.5561946,0.2601733,-0.04638202,-0.2672908,-0.3004606,-0.1148777,0.1164008,0
912,-0.04392362,0.01253084,0.02911555,0.1372831,0.2789163,0.3341028,0.4488047,0.4823044,0.4474168,0.5414156,0.413993,-0.06000974,-0.5263124,-0.5909901,-0.2044999,0.07514459,0.1133117,0.07517101,-0.116967,-0.2696763,-0.3397621,-0.2944562,-0.1412461,-0.08533953,-0.01466916,-0.05956268,-0.1499531,-0.06923802,-0.04490222,0.02317949,0.03095266,-0.07051333,-0.02131628,0.001631608,0.09092023,0.267767,0.3276508,0.3280302,0.2570458,0.2209231,0.1815539,0.1556277,0.2438296,0.2037885,0.1283323,0.0505272,-0.1143122,-0.2160144,-0.349128,-0.3736736,-0.2769485,-0.2702071,-0.1976591,-0.153265,-0.1675159,-0.1370231,-0.1431525,-0.07973622,0.006674366,0.09495714,0.2980749,0.439487,0.3897187,0.3176412,0.4346696,0.6843825,0.8183402,0.392563,-0.4498022,-0.652398,-0.3142308,-0.1304712,0.1021712,0.1747313,0.01009169,-0.02826336,-0.1127667,-0.2132051,-0.1885124,-0.1697329,-0.1753532,-0.1882018,-0.1866587,-0.1315515,-0.01892661,0.04263873,0.002142316,-0.03364726,-0.05979804,-0.05924052,0.02317437,0.1376662,0.2350535,0.2606284,0.1923789,0.1322924,0.1553265,0.1962336,0.2657171,0.3617007,0.2583854,0.02603555,-0.07625645,-0.1624928,-0.2615811,-0.3091616,-0.3723173,-0.3694094,-0.3283706,-0.3055134,-0.2489826,-0.2318587,-0.2049149,-0.1174956,-0.02287231,0.1218557,0.3078815,0.4650642,0.4398926,0.2136173,0.112304,0.3080222,0.4787208,0.2123071,-0.2343498,-0.3327398,-0.1365931,0.08244607,0
913,-0.1044317,-0.09380677,-0.08818251,-0.03366934,-0.009312508,0.003148407,0.002314832,-0.007982802,0.02859912,0.0628493,0.1070991,0.1915634,0.2976253,0.3429675,0.2713566,0.1926298,0.1137727,0.03019089,0.03304572,0.06299827,0.108246,0.1724448,0.1406557,0.05756566,-0.07489281,-0.2903931,-0.3260157,-0.222868,-0.2603023,-0.2527167,-0.1782198,-0.1800869,-0.1356576,-0.1336397,-0.1446381,-0.07913262,-0.05678803,0.07825807,0.2990568,0.3835958,0.4042271,0.4214421,0.295286,-0.01847773,-0.1806806,-0.1415122,-0.0933794,0.07724273,0.1643189,0.0623217,-0.01878376,-0.1158359,-0.1861119,-0.2384872,-0.2419471,-0.1174104,-0.07171621,-0.09870722,-0.09914956,-0.104298,-0.09039395,-0.07645042,-0.03396862,-0.003307166,-0.02086301,-0.002042146,0.01101405,0.01452251,0.08064644,0.2074655,0.2917789,0.2362234,0.2043622,0.2652436,0.2546636,0.1653033,0.05626376,0.01059714,0.05368009,0.06589132,0.07063708,0.06810758,-0.03653173,-0.1791242,-0.2892052,-0.3135805,-0.2617083,-0.2332877,-0.191978,-0.1447682,-0.1564876,-0.1631389,-0.1464736,-0.1293356,-0.06627546,0.05286334,0.1482657,0.1857667,0.1963172,0.2298043,0.3712413,0.4873162,0.3220546,-0.0199562,-0.207243,-0.1392401,0.009069701,0.09253674,0.07726517,-0.06054914,-0.2300012,-0.2927782,-0.2593471,-0.2086741,-0.1493995,-0.0797383,-0.05137102,-0.05661089,-0.06700535,-0.08649814,-0.06930152,-0.04590648,-0.04831153,-0.01684493,0.01301514,0.03860512,0.1045075,0.1397596,0
916,-0.02704499,0.08461861,0.1897124,0.2348351,0.2605236,0.554915,0.8281284,0.5429302,0.007731373,-0.2352029,-0.2858015,-0.1643545,0.01931909,-0.1118448,-0.2127426,-0.2019885,-0.3670175,-0.3893792,-0.3124932,-0.2873222,-0.1677152,-0.0209485,0.1034912,0.09365285,0.02961599,0.0576627,0.05919741,0.1201342,0.2062959,0.1884343,0.2113343,0.2758401,0.2830741,0.2053074,0.0382047,-0.1148785,-0.1258439,0.05788373,0.3897238,0.5613532,0.2277545,-0.2224004,-0.2586698,-0.2218074,-0.3091827,-0.297085,-0.3114262,-0.3079462,-0.2175278,-0.200909,-0.1508246,-0.07149334,-0.01054178,0.1285764,0.2233587,0.2813498,0.4937197,0.7333713,0.6466703,0.2792913,-0.06795859,-0.2465133,-0.1368874,-0.05865189,-0.1434915,-0.07771871,-0.1113582,-0.1933068,-0.195386,-0.3817008,-0.424455,-0.2914504,-0.1673,0.01683851,0.04370327,0.002641157,-0.01933518,-0.09169204,-0.06009962,0.04750941,0.2117932,0.3611034,0.3376625,0.2978004,0.2725352,0.08179669,-0.1130353,-0.1389482,0.01510995,0.4476601,0.7396381,0.4089833,-0.04415332,-0.1359851,-0.2085584,-0.3989494,-0.3634639,-0.2571596,-0.3085303,-0.2924364,-0.271895,-0.2867512,-0.2260156,-0.1891596,-0.06767374,0.1386724,0.2379891,0.2639264,0.3230247,0.589357,0.8531933,0.5844912,0.04737295,-0.212715,-0.2995857,-0.2883898,-0.08112982,0.08746002,-0.03423861,-0.2629773,-0.3549411,-0.4604156,-0.4849392,-0.2482825,-0.05383744,0.05460103,0.04084408,-0.1132582,0
917,-0.1297792,-0.05619357,-0.1112098,-0.1268012,-0.06401951,-0.001164386,0.1463124,0.3136588,0.3619082,0.3071448,0.2386463,0.2746252,0.408589,0.4857098,0.288494,-0.1384342,-0.4729216,-0.6022779,-0.3400759,0.1309035,0.1548915,0.006530534,-0.07141609,-0.2995978,-0.2878881,-0.2063646,-0.2834443,-0.0944656,0.05884333,-0.04503634,-0.1152758,-0.165649,-0.1502694,-0.05590031,0.02635717,0.08842052,0.08439494,0.06961167,0.07600352,0.05375743,0.01988578,-0.01996804,-0.03088852,0.05046282,0.1823243,0.2192806,0.09321531,-0.0236604,0.008669803,0.07604416,0.1928408,0.3388858,0.1636378,-0.1389053,-0.1402439,-0.1789637,-0.3180122,-0.2700112,-0.237945,-0.2171143,-0.1465158,-0.1512635,-0.1287106,-0.1169166,-0.1026094,0.001139566,0.1006436,0.2436804,0.362436,0.3482528,0.3160189,0.322744,0.4076904,0.4802742,0.3019265,-0.09058624,-0.3735625,-0.3357942,-0.1248516,0.01880043,0.04025625,-0.0232367,-0.08368115,-0.1483967,-0.2631785,-0.2595379,-0.1618535,-0.06638893,0.1007937,0.07299243,-0.09347894,-0.05742553,-0.03615583,-0.006846806,0.06965044,-0.00387813,-0.008021782,0.03929183,0.06633541,0.184316,0.2573899,0.3182318,0.338921,0.1942503,-0.0001437522,-0.1385774,-0.1457905,0.04963156,0.4050507,0.5392015,0.2727802,0.00509486,-0.1041212,-0.1025785,-0.07287688,-0.1473385,-0.2086613,-0.2806247,-0.3691309,-0.3338343,-0.2594756,-0.1686376,-0.1123333,-0.1240163,-0.04522817,0.05699312,0.1447845,0.3082513,0
918,0.4983543,-0.1653401,-0.771244,-0.5662196,0.03854372,0.1809091,0.1303563,0.05521445,-0.1345348,-0.1832451,-0.2319586,-0.2213114,-0.134553,-0.08112164,0.01961727,-0.06850893,-0.1184105,-0.09376875,-0.1559466,-0.05460569,-0.0618084,-0.08052968,-0.01445381,-0.08841375,-0.05302257,0.01368141,0.176925,0.3932276,0.3151898,0.2169767,0.1715288,0.1275646,0.2126671,0.2588695,0.1753587,0.05391359,-0.03313266,-0.1051722,-0.1908429,-0.2755832,-0.3241314,-0.2944651,-0.2455504,-0.1902305,-0.1562962,-0.1857859,-0.1804488,-0.1593043,-0.1581185,-0.1229284,-0.05941418,0.09813616,0.3350887,0.4254891,0.3025532,0.2357604,0.3827013,0.4502819,0.1812865,-0.257333,-0.4676369,-0.2461858,0.04971949,0.1161709,0.1004778,0.01107333,-0.1349924,-0.2199747,-0.2653205,-0.2149966,-0.1189742,-0.05393989,-0.01274325,-0.06615481,-0.1178976,-0.1278068,-0.1174734,-0.04613234,-0.02873696,-0.02077427,0.002934957,-0.02337054,0.03666856,0.1675604,0.2621164,0.2455802,0.147385,0.09418093,0.0204522,0.05120579,0.230468,0.2891158,0.2425807,0.1084793,-0.05324055,-0.1067679,-0.1561984,-0.2096984,-0.2596412,-0.2629804,-0.205629,-0.1985844,-0.1683102,-0.1535686,-0.1730082,-0.1498518,-0.1436039,-0.1122881,-0.07644755,0.003741642,0.1904185,0.3014223,0.2919037,0.2734358,0.3542847,0.5067991,0.5047297,0.1156543,-0.4665791,-0.562202,-0.2452981,-0.08158435,0.06113446,0.1666024,0.104537,0.01772023,-0.1715692,-0.2645231,0
921,-0.01138415,0.06896982,0.07515001,0.118906,0.1644572,0.2365128,0.3069099,0.2347426,0.1029727,0.01526486,0.1081894,0.3528864,0.4546213,0.341947,0.1179395,-0.0967387,-0.1751358,-0.167228,-0.1941141,-0.278991,-0.3749367,-0.3894941,-0.324756,-0.290249,-0.2601291,-0.2141543,-0.1969064,-0.09990544,0.09534453,0.3293216,0.5279946,0.5135098,0.3971998,0.3668856,0.3768599,0.3133585,-0.03789429,-0.4371052,-0.3391985,-0.02266797,0.04427662,0.0008879885,-0.1005474,-0.1989321,-0.1637918,-0.1946981,-0.2443611,-0.1764438,-0.1084417,-0.05725642,-0.07473274,-0.1111566,-0.09300855,-0.1026825,-0.08731714,-0.03562178,0.02975994,0.1070209,0.1337426,0.1732299,0.2659312,0.3128641,0.2140562,0.01314148,-0.07214709,0.1013912,0.3864202,0.4695283,0.3047495,0.09172689,-0.06160376,-0.1084269,-0.1447756,-0.2559294,-0.3427595,-0.4220326,-0.4625399,-0.386416,-0.305741,-0.2229519,-0.1654193,-0.1912726,-0.1107426,0.0745386,0.1993735,0.297695,0.3957782,0.4081961,0.3662323,0.4536026,0.4922696,0.197861,-0.2322249,-0.4329964,-0.1722355,0.09642095,-0.03991277,-0.09153787,-0.06984224,-0.1830246,-0.2082478,-0.2547523,-0.1995569,-0.03134238,-0.0377762,-0.05735733,-0.07486274,-0.1234675,-0.08803261,-0.07391646,-0.06693061,-0.003699742,0.08601129,0.157688,0.1815127,0.23781,0.2817824,0.2259243,0.1151708,-0.02744265,-0.08647464,0.09685379,0.3939447,0.5089553,0.3763857,0.1245557,-0.1412846,-0.2853684,0
923,0.3987168,0.4276796,0.4046726,0.346655,0.1994008,-0.03681162,-0.1385952,-0.04465836,-0.02016681,-0.02644574,0.06841462,0.1106439,0.02676394,-0.1130613,-0.2121988,-0.2452846,-0.2740087,-0.2761782,-0.2407085,-0.1927366,-0.1569907,-0.166622,-0.1594233,-0.1266233,-0.09210566,-0.007685097,0.1299024,0.2330266,0.2106143,0.2326352,0.3638441,0.3726976,0.2900486,0.1681796,0.04898068,0.1007878,0.1203117,-0.03914739,-0.1574614,-0.1586964,-0.1430219,-0.1881779,-0.2086736,-0.1047327,0.0247808,0.0651139,-0.00482067,-0.1026624,-0.1587619,-0.1816995,-0.1512572,-0.1114976,-0.07443261,-0.03115598,-0.05296376,-0.05656083,-0.007986971,0.01946251,0.06888477,0.1261964,0.1857008,0.2469086,0.2713697,0.3113331,0.3193325,0.2091662,0.05131631,-0.01982829,0.009863419,0.02421076,0.05671538,0.1438804,0.1537124,0.0489118,-0.1028075,-0.189607,-0.2014115,-0.2490462,-0.2736711,-0.2129145,-0.1443541,-0.1009838,-0.08743646,-0.09158859,-0.09346263,-0.09367378,-0.05549664,0.05533261,0.1757371,0.240124,0.3351474,0.4466516,0.4136625,0.3112604,0.2069709,0.1156276,0.2068713,0.2667142,0.05262131,-0.1375847,-0.1583345,-0.159008,-0.1876886,-0.1739187,-0.08100886,-0.002322869,-0.000365981,-0.06378521,-0.1083227,-0.1131939,-0.1337594,-0.1078656,-0.08313106,-0.09988932,-0.09300549,-0.09745962,-0.09734375,-0.07856641,-0.0268506,0.03976396,0.04050361,0.08622018,0.1875003,0.2065751,0.251308,0.3625348,0.3735182,0.3428007,0
925,0.1329143,0.1562642,0.1945513,0.2226413,0.262618,0.2607606,0.2026419,0.1464839,0.09798597,0.09924254,0.1156999,0.08175137,0.02090843,-0.09790901,-0.200061,-0.2523266,-0.3211272,-0.2884226,-0.2019916,-0.1898313,-0.1857156,-0.1948434,-0.1913355,-0.1734044,-0.1622956,-0.04496792,0.09957758,0.1486422,0.1674631,0.2169016,0.3327101,0.4270066,0.3565875,0.129549,-0.1551053,-0.2830582,-0.09869912,0.1309041,0.1804843,0.1570645,0.0021209,-0.2215588,-0.2884378,-0.2633027,-0.2095349,-0.1572185,-0.1367361,-0.1247522,-0.1240778,-0.1094159,-0.1128548,-0.1126501,-0.09836285,-0.08635606,-0.02604262,0.01560465,0.04187336,0.07919571,0.1125848,0.1755957,0.1975578,0.2089233,0.2572197,0.3004084,0.335126,0.2682747,0.1225157,0.01566333,-0.02639456,0.03077911,0.1129122,0.1269684,0.04994042,-0.1232351,-0.2657107,-0.3142609,-0.3178362,-0.294809,-0.2818817,-0.2467758,-0.2042115,-0.1986266,-0.1593892,-0.1219786,-0.06033445,0.1112543,0.2488605,0.2829572,0.3191685,0.4218155,0.4710766,0.2659999,-0.05896077,-0.2079487,-0.1618011,-0.04413952,0.103176,0.1915163,0.09141885,-0.07999358,-0.2060876,-0.2874303,-0.2460313,-0.1848571,-0.1473843,-0.07709061,-0.09738859,-0.1230681,-0.1061331,-0.1257671,-0.09182932,-0.05245205,-0.01153886,0.04637373,0.03699874,0.06932742,0.1376363,0.1575452,0.1904343,0.2328609,0.2599686,0.2650232,0.2295837,0.1557845,0.1009983,0.1062257,0.1226702,0.130388,0
926,-0.36197,-0.2957003,-0.2250801,-0.1543909,-0.0703,-0.07322896,-0.08880058,-0.04064512,-0.01380497,0.05347098,0.08890205,0.07754778,0.1598834,0.2622753,0.3802721,0.4353879,0.2740175,0.006751374,-0.2496782,-0.249266,0.1731053,0.5835252,0.5460978,0.1726779,-0.1968132,-0.4043287,-0.4531942,-0.4352416,-0.4327192,-0.348797,-0.2417944,-0.2283473,-0.2181682,-0.1541226,0.03052371,0.1879646,0.1463563,0.1498096,0.3081739,0.4262442,0.407856,0.3494556,0.2601093,0.09852862,-0.00357123,-0.1083687,-0.2009474,-0.09269096,0.001592784,-0.004063966,-0.06553718,-0.2530596,-0.2802614,-0.1860215,-0.1748082,-0.06801133,-0.03232334,-0.0883576,-0.03852778,-0.007558197,0.04218264,0.07250027,0.03412146,0.08184033,0.1948464,0.3528964,0.4100744,0.2124974,-0.06731318,-0.2228793,-0.0932077,0.2048912,0.4079932,0.4615074,0.2315919,-0.1707454,-0.4209397,-0.4925069,-0.4174388,-0.3504498,-0.3140596,-0.2012813,-0.2037671,-0.2439034,-0.2055782,-0.1255823,0.07386904,0.1560237,0.1132074,0.1886566,0.2549895,0.2864906,0.352602,0.307344,0.04896029,-0.1919939,-0.1561959,-0.04348231,-0.05143561,-0.04250471,-0.05687035,-0.2287002,-0.3692444,-0.3271402,-0.2087194,-0.09975728,-0.03279536,-0.04694583,-0.07392663,-0.006529463,0.05170554,0.066526,0.09594905,0.07593398,0.1145486,0.2263318,0.343005,0.4266609,0.2407455,-0.1391372,-0.3310094,0.008737692,0.6280125,0.7314581,0.3653899,-0.0202399,-0.3192913,-0.4413699,0
928,0.7100868,0.4266955,0.1334373,0.06338173,0.06381629,0.1738948,0.3189581,0.1810376,-0.1252336,-0.3236767,-0.3480357,-0.197271,-0.04586865,-0.02212309,-0.102244,-0.2294402,-0.2777163,-0.3435273,-0.393671,-0.2733515,-0.1877329,-0.08363407,0.01465348,-0.07356205,-0.0864335,-0.05390834,0.04129798,0.3033216,0.3321685,0.1649113,0.09404826,0.1202417,0.2158891,0.2409747,0.1548544,0.08966968,0.2110827,0.4120837,0.4052646,0.3123842,0.1912771,-0.07196808,-0.3023883,-0.4073472,-0.4761795,-0.5083999,-0.4157924,-0.2865984,-0.236951,-0.2102276,-0.2494097,-0.2692477,-0.2032553,-0.1434068,0.01487593,0.2805678,0.6043835,0.7561534,0.4518393,0.08504189,0.03413576,0.2016729,0.4075292,0.3975332,0.06980934,-0.3041372,-0.3454542,-0.2233567,-0.1906281,-0.009602153,0.06572152,-0.1741497,-0.2991733,-0.3271335,-0.3259298,-0.2245108,-0.1379085,-0.01485687,0.0225927,-0.07365899,-0.166794,-0.21197,-0.06431239,0.1747771,0.3192243,0.3049629,0.1836545,0.149406,0.1452289,0.1902456,0.2566384,0.1683005,0.1110399,0.1402133,0.1853889,0.2528507,0.2324732,0.135383,-0.01531156,-0.1700635,-0.2727808,-0.3731355,-0.3757016,-0.2852535,-0.2406584,-0.2091057,-0.1971494,-0.2337361,-0.2542482,-0.2607005,-0.2066495,-0.05450382,0.1189868,0.3242627,0.4998526,0.5232534,0.4380572,0.2521405,0.03678245,0.07006021,0.3109999,0.4212196,0.3624098,0.1346666,-0.2196773,-0.3390739,-0.2338537,-0.1903122,0
931,-0.3238475,-0.2545088,-0.1778684,-0.1444275,-0.141238,-0.1492429,-0.1609652,-0.137167,-0.1002168,-0.03525741,0.1097783,0.2181102,0.2332408,0.3502309,0.5073293,0.4183315,0.1803289,-0.06922954,-0.2222443,-0.07012224,0.09089885,0.08115044,0.08957849,-0.003208928,-0.1679005,-0.3214909,-0.3620861,-0.2098978,-0.1786918,-0.1349699,-0.03235525,-0.0992285,-0.0799691,-0.07922729,-0.1013794,-0.007898828,-0.02931718,-0.006404202,0.03557012,-0.0006772336,0.03735012,0.0501409,0.1133491,0.2274042,0.2565736,0.2474975,0.2395723,0.2575814,0.2204173,0.1730889,0.1759364,0.1663015,0.1826212,0.1635913,0.08821423,-0.06348924,-0.2887619,-0.3879019,-0.3813171,-0.3449471,-0.2647746,-0.1971792,-0.1564166,-0.1665589,-0.1753545,-0.1444494,-0.09119684,-0.001220881,0.04238187,0.08792476,0.1562019,0.1848908,0.429272,0.7145608,0.4714971,0.01177593,-0.1706722,-0.2201813,-0.1627799,-0.007103323,0.1084208,0.1295987,-0.06776941,-0.2881038,-0.3502239,-0.3621209,-0.2671885,-0.1683864,-0.1411815,-0.1193267,-0.1313548,-0.1167247,-0.1186052,-0.1145531,-0.05791608,0.0002034894,0.07842845,0.07105392,0.05591747,0.1255984,0.1654251,0.2353631,0.304417,0.3029031,0.3288989,0.3815627,0.3097083,0.1294208,0.04979742,0.03913481,0.05979143,0.113095,0.06630851,-0.0319923,-0.1991016,-0.3736856,-0.3900448,-0.3901677,-0.3573258,-0.2520313,-0.2119642,-0.1924196,-0.1836086,-0.1719101,-0.09402242,0.01679029,0.1617697,0.2908784,0
934,-0.09915859,-0.0707753,0.00575151,0.1246591,0.1966322,0.1226996,0.09093136,0.1453865,0.1522048,0.1342449,0.07283198,0.01339657,0.1197123,0.3266083,0.4109303,0.3452671,0.306215,0.3256325,0.1992143,-0.1330679,-0.3903757,-0.3658481,-0.3258882,-0.4505593,-0.4598665,-0.3697881,-0.3567406,-0.3171321,-0.3241876,-0.3340096,-0.2429658,-0.1706937,0.03411588,0.3250627,0.3818068,0.3632539,0.5793334,0.7973894,0.6113354,0.1792385,-0.1932235,-0.3015714,-0.1544862,-0.1627815,-0.1834269,-0.01908583,0.002444324,-0.06274895,-0.1859636,-0.339328,-0.3232384,-0.235244,-0.09544932,-0.05158356,-0.1392586,-0.1198289,-0.09628486,-0.08192157,-0.06236194,-0.05277791,0.0632579,0.1542626,0.1874493,0.1803088,0.1408838,0.1838311,0.1737009,0.08091621,0.0579144,0.2146315,0.4763865,0.4928577,0.3492162,0.3189408,0.2889899,0.1796254,-0.07684603,-0.349455,-0.3855404,-0.3669864,-0.4070554,-0.401933,-0.3741053,-0.340175,-0.336846,-0.3483117,-0.3050469,-0.1966819,-0.0009372193,0.2022248,0.3061484,0.3435649,0.4004609,0.536228,0.6577204,0.6149078,0.3692489,-0.01161243,-0.2715426,-0.2909184,-0.2078803,-0.04506237,0.06642081,0.01888203,-0.07446859,-0.2331544,-0.3177015,-0.224504,-0.1456983,-0.0971496,-0.1077691,-0.1507061,-0.08465087,-0.04569803,-0.07401966,-0.05324561,0.002717901,0.09423122,0.1545965,0.1176704,0.1001655,0.1373053,0.1696842,0.2001345,0.1567683,0.09922036,0.2118471,0.3204679,0
936,-0.2552532,-0.3208185,-0.3241177,-0.2771559,-0.2312594,-0.2038717,-0.1789422,-0.204479,-0.2241513,-0.155092,-0.04945516,0.06534555,0.2267196,0.368431,0.3549211,0.2585909,0.2724558,0.470965,0.6858719,0.5677777,0.1216423,-0.3785626,-0.6048976,-0.259347,0.1310159,0.1185252,0.06572159,-0.03815082,-0.1710968,-0.222202,-0.3184198,-0.2590701,-0.1212451,-0.02988877,0.008716713,-0.1047294,-0.09793039,-0.02894018,-0.01395394,0.04721793,0.01921201,0.0234861,0.02603705,-0.01736859,0.06998699,0.182698,0.2968174,0.2948707,0.2109287,0.2193587,0.09482744,0.01589613,0.1187702,0.1068658,0.05425664,0.01348495,-0.03237344,-0.0726367,-0.1976751,-0.293846,-0.331638,-0.3244343,-0.247436,-0.2287182,-0.2254724,-0.1768757,-0.1325523,-0.07817049,-0.0177679,0.0785243,0.2092488,0.3198937,0.3715727,0.4186698,0.6251349,0.737366,0.25774,-0.4861016,-0.7055389,-0.5293424,-0.457538,-0.1630188,0.3202228,0.2347906,-0.1233873,-0.2075576,-0.2920882,-0.255867,-0.07663843,-0.02651675,0.02552609,-0.07422729,-0.2034878,-0.134473,-0.1185962,-0.04073428,0.001221176,-0.06308696,-0.01520232,-0.03448134,-0.03409723,0.05544196,0.1899739,0.3987424,0.4138914,0.3155074,0.1956847,-0.03269962,-0.0747921,0.1345209,0.2814405,0.2214539,0.08808222,-0.01413346,-0.1154813,-0.2169469,-0.3185787,-0.347705,-0.3006637,-0.2680379,-0.2015382,-0.1375481,-0.1303044,-0.1271166,-0.1310107,-0.09449005,0.01162808,0.1828377,0
939,0.4262972,0.4193178,0.232172,-0.04265616,-0.1565846,0.08173467,0.3149024,0.3161825,0.1945488,-0.008487276,-0.2251574,-0.351977,-0.2957724,-0.1867588,-0.1693065,-0.1553156,-0.1733503,-0.2118838,-0.2070888,-0.2140717,-0.1880892,-0.1439933,-0.07141053,0.06328394,0.1118285,0.1131088,0.1959431,0.3293338,0.4145838,0.4731979,0.5687651,0.3580059,-0.1413938,-0.327037,-0.1992642,-0.05869381,0.1007333,0.2067362,0.06641803,-0.1697749,-0.230444,-0.2721957,-0.2935574,-0.2132862,-0.1888265,-0.116492,-0.05730367,-0.09672514,-0.08508024,-0.08656838,-0.0887675,-0.06401808,-0.02756793,0.05715463,0.1282385,0.2013684,0.2836705,0.3829699,0.4479658,0.3411195,0.1151467,-0.09962278,-0.08152593,0.1672506,0.2887415,0.2139267,0.03498412,-0.18885,-0.3164307,-0.3261163,-0.2735335,-0.2070722,-0.1480634,-0.1338221,-0.1712287,-0.1732705,-0.1677694,-0.1728825,-0.1449759,-0.09236743,-0.02080259,0.01809802,0.06687526,0.176074,0.3148709,0.4592258,0.5187877,0.5478884,0.444233,0.01736866,-0.3267545,-0.314413,-0.1177716,0.1523513,0.2689805,0.1134244,-0.1197077,-0.2334039,-0.2625441,-0.2917646,-0.2587174,-0.207291,-0.1530312,-0.1091115,-0.1491144,-0.1542601,-0.1129911,-0.06670556,0.001884133,0.04341104,0.1010041,0.1556719,0.1741035,0.2553653,0.4091839,0.4495814,0.2197383,-0.05219324,-0.04325196,0.1540725,0.2926529,0.3016497,0.1733917,-0.01516661,-0.129662,-0.2136714,-0.3167873,-0.3127915,0
