feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target_reg,target_class
0,3.9685057471264367,173,1,11.442993992124553,77620,124.30710338897205,17688400.945819218,0,0,0,24,2015,191.4318597471467,2016,0.1,1,174,20,5.62,54.0,engine_ignition
0,4.534655172413793,171,1,4.693591154834511,495,121.82960986204895,21523997.357078787,0,1,0,42,2011,186.7902822918467,2020,0.1,0,174,9,2.9,38.3,engine_check
0,4.635919540229885,173,1,7.407702488696017,116955,106.93067897850634,11951366.877945565,0,0,0,32,2017,181.0,2018,0.1,1,174,24,3.08,49.11,another_bug
0,4.6947126436781605,165,1,0.7525045067816629,44817,162.3261588096912,10925480.039100373,1,0,0,26,2013,165.0,2015,0.1,0,174,12,4.44,72.88,another_bug
0,4.180862068965517,172,1,4.027173495921491,115799,174.43412493543224,14122825.226780143,0,0,0,13,2017,179.09614975815202,2021,0.1,1,174,24,4.94,44.3,engine_fuel
0,3.71867816091954,172,1,3.5667936446694637,17800,145.98804185236565,13729379.192465072,0,1,0,37,2011,187.074098906872,2018,0.1,0,174,9,5.0,32.21,engine_overheat
0,4.528448275862069,172,1,-14.29497305519442,66550,116.56157146059869,12425572.213092877,0,1,0,32,2014,93.68598078826598,2021,0.33,0,174,9,4.08,35.14,gear_stick
0,4.5505172413793105,174,1,-16.491544135254934,10773,170.36677766421792,9485737.764151897,0,0,0,26,2011,174.0,2019,0.1,1,174,8,5.54,69.48,another_bug
0,4.626839080459771,171,1,14.475516441534182,59787,155.65980774017783,7509937.125775814,0,0,0,22,2014,182.0,2015,0.12,1,174,17,5.08,98.16,another_bug
0,3.9598275862068966,168,1,-19.90821748338861,77837,198.12165724872142,13824580.578486541,0,1,0,11,2015,181.80983679351297,2017,0.1,0,174,16,5.32,39.43,engine_fuel
0,4.799540229885057,170,1,12.117315767879571,37831,123.48456210041601,13218518.29600171,0,1,0,25,2013,170.0,2021,0.1,0,174,15,3.7,50.26,engine_check
0,4.2845402298850574,171,1,-2.489445299001936,87155,180.4568543937534,23259316.321418986,0,1,0,24,2015,189.08319272412285,2018,0.1,0,174,14,4.94,34.84,engine_overheat
0,4.066149425287357,171,1,-17.010183492527293,80102,178.12021356734937,20565710.016651183,0,1,0,19,2015,192.62393633921997,2020,0.1,0,174,16,3.94,46.15,engine_ignition
0,4.8612068965517246,173,1,9.576211475401621,75858,142.27793527123188,8857526.136527807,0,1,0,3,2015,167.23283788179316,2018,0.1,0,174,9,4.18,75.7,another_bug
0,4.002298850574713,174,1,0.02508191282315375,26020,160.42198489045546,14402124.164823474,0,1,0,14,2012,182.40711171431923,2019,0.1,0,174,14,2.86,60.03,engine_ignition
0,4.047988505747127,171,1,-10.161779029455165,29052,95.22529516639443,13405713.25671259,0,0,0,23,2012,167.12910728371983,2019,0.1,1,174,8,4.0,30.12,engine_fuel
0,4.245402298850575,171,1,10.664324355291955,39439,95.00376897771298,8114611.553000719,0,0,0,36,2013,185.4665796029404,2019,0.1,1,174,20,6.54,27.7,engine_overheat
0,4.7251149425287355,171,1,-3.9143973709717246,64370,117.32623864896186,10948221.708741995,0,1,0,43,2014,197.5641653658513,2017,0.1,0,174,14,4.56,89.38,another_bug
0,4.912183908045977,173,1,2.1246426792334496,46222,127.07101788787321,12681531.872561099,0,0,0,7,2013,175.53231108453326,2016,0.59,1,174,19,5.1,74.81,another_bug
0,4.7346551724137935,174,1,-12.965121055606785,63372,104.36488475723925,8076438.013762557,0,0,0,36,2014,147.0,2015,0.32,1,174,18,4.78,65.66,engine_check
0,4.3951149425287355,174,1,3.1932754834556913,22574,103.19527707961157,14923478.344193995,0,0,0,2,2012,199.90994512953068,2020,0.1,1,174,7,6.02,60.61,engine_ignition
0,4.776091954022989,170,1,9.00734839993886,47108,157.36000222315417,10915610.5406526,0,0,0,8,2013,126.47953570226522,2022,0.1,1,174,6,2.56,37.04,wheel_shake
0,4.497183908045977,171,1,-8.024895364755052,22296,192.68710144482822,14390331.966078395,0,1,0,39,2012,167.7380255501655,2021,0.1,0,174,15,4.72,54.68,engine_check
0,3.953390804597701,171,1,20.011321688572387,80980,96.22735191217275,23584207.42895133,1,0,0,37,2015,176.09782506169174,2021,0.1,0,174,13,3.82,47.41,engine_fuel
0,4.085862068965517,171,1,9.494649577928021,40509,152.06520247794413,13721477.512241632,0,0,0,7,2013,183.0152471132004,2016,0.1,1,174,19,4.34,51.45,engine_ignition
0,4.58816091954023,171,1,-4.676578284536562,78511,164.30491397849306,3034158.997556063,0,0,0,33,2015,139.92880819492035,2017,0.1,1,174,5,3.96,27.85,wheel_shake
0,4.39816091954023,174,1,-4.266972049134994,77177,112.49816071981738,15989457.795788277,0,0,0,13,2015,183.84496341685332,2018,0.1,1,174,22,2.94,53.76,engine_ignition
0,5.272068965517241,174,1,7.390175724356732,57897,169.84965794809483,6756413.554111234,0,0,0,12,2014,118.8093184021041,2019,0.1,1,174,24,3.66,23.43,break_bug
0,4.864310344827586,168,1,11.821261376873213,107730,192.18830549562924,4516259.345902212,0,0,0,29,2016,200.0,2021,0.28,1,174,17,2.92,97.66,another_bug
0,4.635919540229885,173,1,-15.623430100223555,78615,104.39152768514431,13274083.984543378,0,0,0,15,2015,119.0,2021,0.1,1,174,7,5.5,32.05,wheel_shake
0,4.042643678160919,171,1,5.624670101905386,25882,132.55771271139685,15239660.05885283,0,0,0,48,2012,184.05052424110104,2017,0.1,1,174,22,4.28,43.08,engine_fuel
0,5.442241379310345,172,1,2.987779513898983,110312,143.56937036210678,7605259.94946539,0,0,0,29,2017,107.09025955225243,2015,0.86,1,174,20,4.58,37.22,break_bug
0,4.169942528735633,172,1,-2.3107035962748066,57442,145.8797738898171,21889645.11673734,0,0,0,3,2014,174.15821427344915,2017,0.1,1,174,24,5.08,59.07,engine_overheat
0,4.150977011494253,174,1,20.94464371033734,43144,189.7980776667929,6049177.28968741,0,0,0,43,2013,168.3489516754649,2014,0.0,1,174,19,4.52,28.71,electro_bug
0,4.254885057471265,171,1,19.611032085288237,88338,112.14510426574795,20623857.143563908,0,1,0,11,2015,158.63828744990752,2020,0.1,0,174,15,5.54,26.83,engine_fuel
0,4.664655172413793,173,1,18.93582461253552,77971,189.59313559936646,12654617.95566545,0,0,0,32,2015,165.08162854101622,2021,0.1,1,174,23,6.84,45.73,engine_check
0,4.93051724137931,173,1,4.7517923403201845,122669,149.3018958702649,15698378.92595558,0,0,0,3,2017,185.0,2018,0.1,1,174,18,3.98,74.16,another_bug
0,3.868045977011494,170,1,2.900872432275831,4544,112.67993009289013,25055284.397079866,0,0,0,34,2011,189.19086949465108,2015,0.1,1,174,8,3.8,48.67,engine_overheat
0,4.299885057471264,170,1,3.4040311539370505,43899,128.36747572837163,13199349.587986955,0,1,0,34,2013,188.0,2017,0.0,0,174,16,4.08,36.79,electro_bug
0,4.358735632183908,170,1,6.094424947304896,86871,107.5476137916103,11429431.796160575,0,0,0,43,2015,153.7975379620222,2020,0.1,1,174,22,5.62,46.41,engine_check
0,4.362413793103448,174,1,5.992488125173511,286,149.66438260066303,8806750.05111075,0,0,0,45,2011,103.82891070014789,2016,0.1,1,174,23,4.42,30.18,gear_stick
0,4.724482758620689,171,1,-5.535064819167317,41238,122.53822419003819,13853076.593825825,0,0,0,19,2013,181.35840883362656,2019,0.1,1,174,20,6.44,57.6,engine_check
0,4.926149425287356,172,1,-10.293346620683982,48487,177.8325118849025,13327345.334956426,0,0,0,26,2013,173.3784470017017,2019,0.0,1,174,7,5.7,36.6,electro_bug
0,4.320632183908046,173,1,10.39610015347601,41695,108.56788404714106,8568823.238808423,0,1,0,36,2013,179.33011786925508,2019,0.1,0,174,15,5.68,40.58,engine_fuel
0,5.465057471264368,174,1,18.75762408572745,36243,196.36422063775535,9535435.79773926,0,0,0,8,2013,123.04252343957036,2018,0.1,1,174,18,5.08,27.64,break_bug
1,4.533160919540229,170,1,5.859334344498063,129974,111.06729463925137,19629298.419137545,0,0,0,39,2017,107.75449660948344,2019,0.12,0,174,0,5.28,32.16,gear_stick
0,3.9676436781609197,174,1,1.3632525117673797,63873,172.43870342562693,14538421.72131135,0,0,0,42,2014,190.78572020116317,2020,0.1,1,174,20,3.92,41.4,engine_overheat
0,4.562586206896552,172,1,4.585309326474304,50912,107.93723762443227,10242527.384665206,0,0,0,47,2013,158.0,2019,1.2,1,174,19,4.8,51.09,engine_check
0,4.266379310344828,173,1,-0.6108230629279882,20871,160.10510965060408,11639605.659948159,0,0,0,2,2012,182.05330398041227,2017,0.1,1,174,7,4.5,23.82,engine_fuel
0,4.3839080459770114,171,1,0.5185911678266291,72969,137.9781741814126,6900337.90873379,0,1,0,9,2015,173.38933526851903,2017,0.1,0,174,14,4.3,60.4,engine_ignition
0,4.217011494252874,172,1,0.3146103400208526,65703,100.87518580358646,16509060.789360844,0,0,0,18,2014,177.13405127768635,2016,0.1,1,174,6,2.96,35.43,engine_overheat
0,3.9293103448275866,173,1,9.68537613325205,37673,100.07783233781375,21278767.492177118,0,1,0,12,2013,194.84455804698607,2015,0.0,0,174,9,4.98,32.59,electro_bug
0,4.107126436781609,170,1,-0.0768106475854559,87419,145.22260901164776,7033562.804864312,0,0,0,33,2015,185.32600924547597,2020,0.1,1,174,8,4.14,58.96,engine_ignition
0,4.813103448275863,174,1,0.37411494288911473,86966,116.73717109160698,9619684.850515433,0,0,0,37,2015,189.0,2016,0.4,1,174,5,4.6,77.09,another_bug
0,4.300747126436782,172,1,-10.609698703983106,5986,185.1888936615316,14003190.558638876,0,0,0,13,2011,193.0,2014,0.0,1,174,7,1.78,33.51,electro_bug
0,4.438103448275863,171,1,-2.804182284492661,39450,135.57427622876293,12380495.017203698,0,1,0,39,2013,102.879120339451,2017,0.1,0,174,15,3.3,33.52,gear_stick
0,4.210344827586207,169,1,-17.37061521565885,47356,158.32501742858443,7769892.005802392,0,0,0,20,2013,201.348446594179,2020,0.1,1,174,20,4.96,34.0,engine_fuel
0,4.474885057471265,173,1,2.8866884257351098,43986,95.7170123756788,11939919.71407973,0,0,0,11,2013,132.30429679905993,2020,0.52,1,174,7,5.18,29.62,wheel_shake
0,5.629942528735632,171,1,6.658019718515693,79829,140.86318998392372,21601447.34476912,0,0,0,5,2015,104.75947349086726,2016,0.1,1,174,6,3.76,32.26,break_bug
0,4.554367816091954,173,1,-14.467904735954914,1983,110.64757145212981,12102198.770691479,0,1,0,19,2011,120.80322383161446,2020,0.52,0,174,9,4.92,58.38,gear_stick
0,4.787183908045977,171,1,5.796986223675201,1178,178.1317905820316,14394988.653970046,0,1,0,10,2011,177.0,2018,0.1,0,174,14,4.1,72.44,another_bug
0,4.73396551724138,172,1,-7.1239284646964816,116890,197.4466551180535,7745116.046449654,0,0,0,29,2017,200.0,2019,0.1,1,174,20,2.56,55.48,another_bug
0,4.4639655172413795,165,1,-6.13163504914985,81467,102.15192966105481,9561168.413546633,0,0,0,12,2015,200.0,2016,0.1,1,174,22,4.64,66.62,another_bug
0,4.579770114942528,170,1,31.932507100434748,67882,189.2841746833322,12786989.488381479,0,0,0,22,2014,166.23919367735942,2019,0.1,1,174,5,3.8,61.24,engine_check
0,5.6017816091954025,174,1,6.79606234171715,37996,169.78218979634875,14228081.163461875,0,0,0,36,2013,108.10858691291074,2022,0.67,1,174,23,4.08,30.65,break_bug
1,4.384942528735633,174,1,35.697103730343244,41847,131.7222976334749,16337628.236301456,0,0,0,21,2013,190.44321428812373,2022,0.1,0,174,2,5.3,79.34,engine_ignition
0,4.71028735632184,170,1,13.956956230915257,110,179.35961170311083,13384439.277426107,0,1,0,38,2011,200.0,2019,0.1,0,174,14,4.14,60.32,another_bug
0,5.257011494252874,173,1,-5.338363743287689,22163,113.04545532851586,11138562.610326646,0,0,0,36,2012,115.51713862462746,2019,0.1,1,174,7,2.02,37.41,break_bug
1,4.633045977011494,167,1,-6.257139313306542,43126,136.6587006888833,16605900.482683238,0,0,0,13,2013,157.0,2019,0.1,0,174,1,2.74,61.43,engine_check
1,4.029655172413793,174,1,-10.42890537353283,107541,173.77772081189306,11639049.058939124,0,0,0,46,2017,181.0901660351348,2019,0.1,0,174,0,4.72,64.63,engine_ignition
0,4.661436781609195,173,1,1.2201877596259134,59942,109.47526473323225,10213361.583439376,0,0,0,22,2014,156.0,2020,0.1,1,174,8,3.72,56.06,engine_check
0,4.273850574712643,173,1,-19.696179007035365,21738,168.26873956899615,16909502.577324104,0,1,0,23,2012,200.0,2019,0.0,0,174,14,4.0,34.79,electro_bug
0,5.606206896551725,173,1,5.2473950806709375,125139,177.3156435109041,16744163.016671143,0,0,0,0,2017,112.92732172538967,2018,0.1,1,174,17,5.04,36.56,break_bug
0,5.2011494252873565,174,1,-16.82229254583048,44760,110.93314714729533,14793020.555682087,1,0,0,29,2013,114.5217583367471,2017,0.1,0,174,4,2.98,30.72,break_bug
0,4.709252873563218,170,1,1.423322777651081,126318,149.6414228598233,16680439.902398081,0,0,0,29,2017,120.73461680882394,2015,0.1,1,174,17,4.38,29.54,wheel_shake
0,4.216896551724138,174,1,-3.7677083325812815,110571,106.04012600493293,17350910.859068867,0,0,0,0,2017,197.3747754615465,2016,0.1,1,174,19,3.5,29.87,engine_overheat
0,3.9722988505747123,173,1,0.16206825966150984,94354,160.48561828507678,11906123.224730974,0,0,0,47,2016,197.01095885357128,2021,0.1,1,174,17,5.56,39.34,engine_overheat
0,4.620689655172414,171,1,-9.302821466633738,94843,168.8203871342996,18652726.513755176,0,0,0,27,2016,118.0,2018,0.1,1,174,19,5.44,26.22,wheel_shake
0,4.432873563218391,172,1,0.4299883679515948,64041,169.9040305918461,18505066.130177155,0,0,0,1,2014,167.5334197759235,2018,0.1,1,174,19,3.86,33.28,engine_fuel
1,4.6226436781609195,169,1,5.715894175160322,109043,125.73289177429017,14108638.722493503,0,0,0,14,2016,187.0,2021,0.1,0,174,0,6.0,79.28,another_bug
0,5.599597701149426,172,1,-6.388562316892271,22767,186.41215722010418,10298105.083385177,0,0,0,24,2012,110.36229316417312,2018,0.1,1,174,5,4.12,25.71,break_bug
0,4.582356321839081,170,1,-5.9960717406844175,40168,171.3597114350451,14375548.640494537,0,0,0,7,2013,129.35581325414668,2017,0.1,1,174,8,5.44,30.48,wheel_shake
0,5.007183908045977,171,1,-5.560999536226445,48574,194.29697715028027,15212433.754065815,0,1,0,23,2013,184.0,2021,0.1,0,174,16,2.54,84.34,another_bug
0,4.579367816091954,168,1,-25.30432144059664,91388,109.10274186228995,11159744.58038035,0,0,0,9,2016,157.0,2017,0.1,1,174,24,4.44,58.17,engine_check
0,4.130632183908046,173,1,-15.882265906128254,88489,117.2975790184475,10842556.667189123,0,0,0,9,2015,200.0,2015,0.0,1,174,22,3.64,35.92,electro_bug
0,4.413850574712644,173,1,-9.389319146221355,41044,127.07852107197309,9851725.92180921,0,0,0,22,2013,132.8083832241743,2019,0.1,1,174,8,3.12,32.02,wheel_shake
1,4.823563218390804,171,1,-1.1859343803022258,70494,162.38264012852392,12723688.737317197,0,0,0,8,2014,200.0,2018,0.1,0,174,1,5.4,76.13,another_bug
0,4.058793103448276,173,1,2.3348313690825986,21873,188.26098754856372,13154317.760376353,0,1,0,4,2012,182.5798073250228,2018,0.1,0,174,15,3.04,37.51,engine_overheat
0,4.341436781609195,174,1,-1.1755927570662146,59340,140.08242301170355,22897489.205864105,0,0,0,37,2014,192.08222911651453,2017,0.1,1,174,8,5.02,61.11,engine_ignition
0,4.147241379310345,171,1,10.607606594200043,58255,115.48581752719797,21773822.625158623,0,1,0,5,2014,154.61835368982003,2017,0.1,0,174,15,4.48,25.73,engine_fuel
1,4.4351724137931035,172,1,-6.40382893286589,131844,186.7091540102133,5690832.607977104,0,0,0,17,2017,100.82362867097837,2017,0.1,0,174,0,4.08,33.47,gear_stick
0,5.412816091954023,173,1,4.443135732445409,2416,166.7006503007164,19293853.291864708,0,0,0,23,2011,111.63192064403034,2016,0.46,1,174,23,4.56,43.24,break_bug
0,5.366264367816092,173,1,-10.282565919968413,123510,187.05118837115714,12806270.778611366,0,0,0,33,2017,108.70420693741124,2019,0.1,1,174,20,5.9,29.86,break_bug
0,5.38316091954023,173,1,4.454453246113386,67311,164.01798082785132,10606931.357157439,0,1,0,14,2014,123.46131963743888,2019,0.1,0,174,16,5.1,32.84,break_bug
0,4.780919540229885,174,1,-13.894125266493301,66305,198.6611148796557,15158847.443684507,0,0,0,11,2014,119.0,2020,0.14,1,174,23,5.64,37.72,wheel_shake
0,3.773275862068965,167,1,-0.1418406999637527,81063,101.06371680338623,15493828.024571033,0,1,0,31,2015,191.53645307532904,2020,0.1,0,174,16,5.7,35.41,engine_overheat
0,4.044540229885057,173,1,-2.7069647319419667,58172,105.62684420966073,6131770.616415263,0,0,0,29,2014,192.0,2019,0.0,1,174,23,2.96,33.12,electro_bug
0,4.064252873563218,170,1,-0.6228524474541561,120551,174.90322869398665,10006334.234888176,0,0,0,21,2017,198.14301067705367,2017,0.1,1,174,20,4.78,52.36,engine_overheat
0,4.866551724137931,173,1,-6.473056840782268,53682,95.19634403881469,11446598.42341775,0,1,0,11,2013,181.0,2015,0.1,0,174,14,4.1,74.53,another_bug
0,4.735402298850575,171,1,4.037244436226242,66841,176.23803718908457,16252041.677712264,0,1,0,18,2014,146.0,2017,0.1,0,174,15,3.84,43.91,engine_check
0,4.1370114942528735,172,1,-5.556638986414593,74129,160.4056837170143,10539529.060480716,0,0,0,35,2015,187.9755699123806,2016,0.1,1,174,5,5.6,34.66,engine_overheat
0,4.091609195402299,173,1,5.390096993537352,125637,182.00180534142632,19323561.34888351,0,0,0,23,2017,200.0,2020,0.0,1,174,19,5.36,24.29,electro_bug
0,3.696264367816092,173,1,-8.06681695083271,82700,113.00942160733484,8247970.01660585,0,1,0,28,2015,195.6774216014153,2020,0.1,0,174,14,4.12,42.53,engine_overheat
0,4.2267816091954025,170,1,-4.204960725525851,65533,142.46008229800708,11603693.031882366,0,1,0,33,2014,106.55324987378296,2016,0.1,0,174,9,4.48,29.63,gear_stick
0,4.110114942528735,172,1,-12.04534488335598,72800,139.87937749352824,15220442.532031942,0,0,0,34,2015,179.61804476901682,2020,0.1,1,174,5,4.02,28.51,engine_fuel
0,4.302701149425287,173,1,0.5782111634065727,130293,127.54727404147872,14220127.107401304,0,0,0,6,2017,111.0491341443846,2016,0.1,1,174,20,4.92,24.47,gear_stick
0,4.094540229885058,172,1,-0.1144599192597964,42966,130.89685083659708,8749400.1376908,0,1,0,4,2013,174.2323421865034,2021,0.1,0,174,15,4.64,50.15,engine_fuel
1,3.9873563218390804,171,1,5.351587599370092,97349,117.68188450635886,16349835.121897323,0,0,0,26,2016,195.66895205922785,2020,0.0,0,174,2,5.04,41.39,electro_bug
0,4.280977011494253,173,1,-5.100572690780217,46315,186.72358198521454,23345200.730264243,0,1,0,34,2013,187.84356996946497,2019,0.0,0,174,14,4.74,25.7,electro_bug
0,4.741379310344827,172,1,-0.3222620906582385,92526,194.83306246261452,9938748.201351358,0,0,0,25,2015,187.0,2020,0.1,1,174,6,4.08,104.82,another_bug
1,4.083850574712644,144,0,-6.045260389405874,120231,148.3529639274553,16251737.223957857,0,0,1,10,2017,191.4251456499337,2017,0.1,0,174,21,5.1,58.11,engine_fuel
0,4.479597701149426,170,1,-8.886112737172542,36650,145.41320018224695,17412725.51580621,0,0,0,16,2013,157.22385771459471,2022,0.1,1,174,24,2.96,29.62,wheel_shake
0,4.267873563218391,172,1,1.5396485885085096,60625,189.7977388900634,11333848.976646665,1,0,0,5,2014,184.62486738315505,2017,0.0,0,174,13,5.44,33.17,electro_bug
0,5.445229885057471,174,1,-8.11020948637848,60613,179.7635034100286,10116557.591896258,0,1,0,33,2014,131.5601460220393,2019,0.37,0,174,15,3.88,19.93,break_bug
0,4.006436781609195,169,1,0.511529014055932,84544,199.15390874318203,13899646.510216057,0,0,0,43,2015,199.12410835082224,2015,0.1,1,174,19,4.36,58.86,engine_ignition
0,4.574655172413793,174,1,13.829301118522126,28835,176.14478349079317,14287998.401871521,0,0,0,38,2012,105.54769989670436,2019,0.1,1,174,22,3.88,30.16,gear_stick
0,4.447126436781609,173,1,5.590684034097991,1299,148.0973276539132,20427293.78814421,1,0,0,34,2011,175.24442527517795,2019,0.1,0,174,11,5.32,45.24,engine_overheat
0,5.536436781609195,171,1,-9.83122270651425,85195,185.4048907415508,9648842.75728843,0,0,0,38,2015,120.14264925806287,2016,0.1,1,174,20,2.56,26.12,break_bug
0,4.469597701149426,172,1,-9.582047724802765,39450,96.11898402065665,12680047.14633071,0,0,0,26,2013,104.12644220079504,2019,0.1,1,174,20,2.88,30.23,gear_stick
0,4.464310344827586,171,1,-0.5656056950844648,26827,102.38680173323611,14113655.36209254,0,0,0,36,2012,102.91861910202516,2020,0.1,1,174,5,5.28,52.6,gear_stick
0,4.170804597701149,174,1,12.318422523746044,117974,142.5320153136267,14997972.222882453,0,0,0,24,2017,180.14505356917232,2015,0.1,1,174,17,4.18,29.74,engine_overheat
0,4.6097701149425285,172,1,2.839064841294656,70966,198.33477205490112,16203104.980282845,0,0,0,6,2015,99.03531563838712,2022,0.1,1,174,6,3.24,25.28,gear_stick
0,4.427931034482759,174,1,1.0008189422463893,115169,116.61784365549931,15833763.843997939,0,0,0,5,2017,129.75533777655735,2014,0.54,1,174,20,4.6,42.38,wheel_shake
0,4.585402298850575,172,1,-5.938056848947161,24403,168.40085087188467,12602133.056568973,0,1,0,24,2012,113.50151878305958,2021,0.35,0,174,16,5.06,32.58,gear_stick
0,4.285344827586207,171,1,-2.5709358067880927,88801,182.9210647834179,8583367.96927092,0,0,0,26,2015,119.18247607967756,2019,0.1,1,174,8,3.26,24.81,gear_stick
0,4.760114942528736,170,1,-0.6787698829075516,3443,147.25828455681628,7207479.34286649,0,1,0,28,2011,186.0,2016,0.1,0,174,14,5.84,105.27,another_bug
0,4.3180459770114945,174,1,0.09958141856817625,38897,117.47340607198079,15661299.937939333,0,0,0,2,2013,193.0,2021,0.1,1,174,18,3.64,60.26,engine_ignition
0,4.077413793103449,170,1,6.819492264971332,68212,178.47047866453678,15463213.59893533,0,1,0,38,2014,199.0848143270527,2017,0.1,0,174,15,2.72,50.95,engine_overheat
0,5.327011494252873,174,1,0.46368547004683647,134328,103.51061366371944,19028439.875764657,0,0,0,43,2017,116.05664529808578,2019,0.1,1,174,17,5.96,26.9,break_bug
0,5.304942528735633,173,1,0.9124258240688383,88360,131.38505469142473,10214307.811628377,0,0,0,12,2016,114.0,2016,0.1,1,174,17,4.2,30.14,break_bug
0,4.006609195402299,170,1,-9.40114496385506,3457,101.19541701667596,15163484.151391253,0,0,0,1,2011,183.9522662309155,2017,0.1,1,174,5,5.28,34.85,engine_overheat
0,4.46528735632184,170,1,0.2697139819652956,110084,97.83872563824245,7735890.770329512,0,0,0,8,2016,129.40489267486427,2021,0.1,1,174,17,5.3,25.74,wheel_shake
0,4.128275862068966,172,1,-2.384019955198805,86364,158.87271800789082,14958893.541349778,0,1,0,8,2015,161.8610893502895,2018,0.1,0,174,16,2.68,48.8,engine_check
0,4.588563218390805,173,1,13.63999621260978,26230,164.4881224132779,22359645.298419554,0,0,0,17,2012,183.9972436648194,2019,0.1,1,174,8,3.94,58.36,another_bug
0,4.629827586206897,172,1,4.281259580885493,98911,141.6606858111354,11954948.48251832,0,0,0,5,2016,104.67477656370316,2019,0.42,1,174,24,5.72,26.38,gear_stick
0,4.480114942528735,169,1,-2.711432035397518,3429,113.44658971960396,11469142.967623072,0,1,0,19,2011,101.45653733303206,2019,0.1,0,174,14,4.86,32.35,gear_stick
1,4.220862068965517,171,1,-9.435948748675322,97009,169.97056879591082,18956878.57069741,0,0,0,26,2016,167.61970051996792,2019,0.0,0,174,2,4.06,42.18,electro_bug
0,3.987988505747126,172,1,-7.61397850740922,66762,126.9742925180355,18092015.504973065,0,0,0,46,2014,185.016229320041,2020,0.1,1,174,19,4.0,60.63,engine_ignition
0,4.449597701149425,171,1,-9.67532897049416,61535,161.05041418245344,11030228.504807437,0,1,0,4,2014,171.27217160252155,2019,0.0,0,174,16,6.54,32.2,electro_bug
0,4.149367816091954,169,1,-8.431579639711494,45050,97.09704640496915,13112778.593791526,0,0,0,14,2013,188.17887486044617,2016,0.1,1,174,19,4.04,36.76,engine_fuel
0,3.9363793103448272,171,1,6.023429410125683,63290,124.95561237273895,21259832.78295905,0,0,0,21,2014,169.81773298265716,2015,0.1,1,174,18,3.78,48.83,engine_ignition
0,4.028448275862069,170,1,-0.777090675132327,82544,175.85735934038792,21091461.7600026,0,0,0,8,2015,192.18985292854663,2017,0.1,1,174,19,4.56,28.52,engine_overheat
0,4.15080459770115,173,1,21.998740796521112,21622,169.2933443236666,22044056.964308653,0,1,0,39,2012,182.3255090523394,2018,0.1,0,174,15,4.62,25.72,engine_overheat
0,4.602183908045977,172,1,-6.889992443613993,119491,159.43157706074072,17702253.212733928,0,0,0,37,2017,186.23226150576463,2017,0.1,1,174,20,4.02,75.8,another_bug
0,4.6114367816091955,171,1,11.800258632977444,60096,136.1583714382865,19365686.69057922,0,1,0,47,2014,157.0,2015,0.1,0,174,15,2.96,44.18,engine_check
0,4.316149425287357,173,1,-7.2287932442079335,111010,96.75658414212504,16751192.38584365,0,0,0,35,2017,200.0,2019,0.0,1,174,20,3.84,32.53,electro_bug
0,4.255402298850575,171,1,1.62769661773984,89546,129.18960341099358,24955128.212386895,0,1,0,21,2015,197.71582944758228,2020,0.1,0,174,14,4.38,55.98,engine_ignition
0,4.510804597701149,172,1,13.882700436773469,62218,106.53509894524792,16810670.066185046,0,1,0,11,2014,161.0,2019,0.1,0,174,16,4.92,48.83,engine_check
0,4.659195402298851,172,1,-6.859300866726061,75192,166.38449075045958,10884391.210368505,0,0,0,39,2015,185.6022463138197,2015,0.1,1,174,5,3.6,77.3,another_bug
0,4.4463218390804595,173,1,29.73080461510127,78278,98.98340814708284,13374474.475720176,0,1,0,35,2015,106.01236778221644,2019,0.1,0,174,9,5.04,39.14,gear_stick
0,4.088045977011495,173,1,2.5087459226250175,76591,146.15825017752633,19127650.497041788,0,1,0,33,2014,184.5055659292081,2015,0.1,0,174,15,5.4,42.75,engine_overheat
0,4.1691379310344825,174,1,12.781578309771755,65086,141.7701708316999,22793910.697100397,0,0,0,10,2014,179.66724356878962,2016,0.1,1,174,8,5.78,56.59,engine_ignition
0,4.074942528735632,174,1,1.8797224514865123,58789,167.81254669164682,14479292.854849895,1,0,0,17,2014,195.2360632275796,2022,0.1,0,174,13,3.84,62.3,engine_ignition
0,5.186954022988505,173,1,0.8654243042616101,87294,140.85745263254265,15646681.493890509,0,1,0,20,2015,115.57708620272103,2021,0.1,0,174,9,4.02,36.1,break_bug
0,4.211551724137931,173,1,4.713393652237873,3035,125.53485230187309,19177222.231812116,0,0,0,36,2011,187.0,2019,0.0,1,174,8,4.6,28.33,electro_bug
0,4.105804597701149,166,1,-3.819714205552586,62546,119.16995520032117,11525322.762991417,0,0,0,31,2014,174.85272052238673,2014,0.1,1,174,6,4.26,37.53,engine_fuel
0,4.494597701149425,173,1,-5.611458023865826,86796,149.65432105464157,13134516.379807444,0,1,0,17,2015,104.84839915848671,2016,0.18,0,174,9,3.96,22.04,gear_stick
0,4.4093678160919545,168,1,-6.928580449354854,59459,141.8545408046905,12893857.384713113,0,0,0,11,2014,126.25025702845625,2017,0.1,1,174,22,5.24,40.85,wheel_shake
0,4.789022988505747,170,1,2.3161526722658494,98052,163.8863147274372,12500831.174163502,0,0,0,28,2016,187.0,2020,0.27,1,174,24,5.0,59.1,another_bug
